col0,col1,col2,col3,col4
Linudden lower light,Linuddsundet,4,green,lighthouse
Sjösa lower light,Sjösafjärden,4,green,lighthouse
Sjösa North upper light,Sjösafjärden,7.5,white,lighthouse
Sjösa East upper light,Sjösafjärden,6,white,lighthouse
Ettersundet West lighthouse,Ettersundet,4.3,green,lighthouse
Ettersundet East lighthouse,Ettersundet,4,red,lighthouse
Nättraby lighthouse,Nättrabyån,2,orange,lighthouse
Kungsbacka lighthouse,Kungsbacka Fjord,6,red,lighthouse
Herrhagen lower light,Stadsfjärden,5,red,dolphin
Intaget East upper light,Mellanfjärden,7.5,white,dolphin
Intaget lower light,Stadsfjärden,4,red,dolphin
Brandholmen lighthouse,Stadsfjärden,4,green,dolphin
