col0,col1,col2,col3
cowshed in Ollila farm,Finland,Pirkkala,Ollila farm
cowshed in Särestöniemi,Finland,Kittilä,Särestöniemi
cowshed in Lyytikkälä farm,Finland,Mikkeli,Lyytikkälä farm
cowshed in Raja-Jooseppi residential field,Finland,Inari,Raja-Jooseppi residential field
cowshed in Kenkäveronniemi rectory,Finland,Mikkeli,Kenkäveronniemi rectory
cowshed in Pikkala manor,Finland,Siuntio,Pikkala Manor
cowshed in Jokiniemi research estate,Finland,Vantaa,Jokiniemi research estate
cowshed in Yli-Laurosela House Museum,Finland,Ilmajoki,Yli-Laurosela House Museum
"book storage, former cowshed in Urajärvi Manor",Finland,Asikkala,Urajärvi Manor
cowshed in Lyly railway station,Finland,Juupajoki,Lyly railway station
cowshed in Pulsa railway station,Finland,Lappeenranta,Pulsa railway station
cowshed in Korteniemi,Finland,Tammela,Korteniemen perinnetila
cowshed in Huutokoski railway station,Finland,Joroinen,Huutokoski railway station
cowshed in Utsjoki rectory,Finland,Utsjoki,Utsjoki rectory
former cowshed in Summa Manor,Finland,Hamina,Summa Manor
