col0,col1,col2,col3
Valparaíso Province,2146,Valparaíso,Valparaíso Region
Los Andes Province,3054.1,Los Andes,Valparaíso Region
Petorca Province,4588.9,La Ligua,Valparaíso Region
Antártica Chilena Province,14146,Puerto Williams,Magellan and the Chilean Antarctic Region
Última Esperanza Province,55443.9,Puerto Natales,Magellan and the Chilean Antarctic Region
Magallanes Province,36994.7,Punta Arenas,Magellan and the Chilean Antarctic Region
Tierra del Fuego Province,29484.7,Porvenir,Magellan and the Chilean Antarctic Region
Aysén Province,46588.8,Puerto Aisén,Aysén Region
Coyhaique Province,12942.5,Coyhaique,Aysén Region
Capitán Prat Province,37043.6,Cochrane,Aysén Region
General Carrera Province,11919.5,Chile Chico,Aysén Region
Palena Province,15301.9,Chaiten,Los Lagos Region
Osorno Province,9223.7,Osorno,Los Lagos Region
Llanquihue Province,14876.4,Puerto Montt,Los Lagos Region
Chiloé Province,7165.5,Castro,Los Lagos Region
