col0,col1,col2,col3
Greg Asner: Ecology from the air,2013-06-12,Greg Asner,TED conferences
Lian Pin Koh: A drone's-eye view of conservation,2013-06-11,Lian Pin Koh,TED conferences
Grégoire Courtine: The paralyzed rat that walked,2013-06-13,Grégoire Courtine,TED conferences
Catarina Mota: Play with smart materials,2012-07-12,Catarina Mota,TED conferences
Nina Tandon: Could tissue engineering mean personalized medicine?,2012-06-26,Nina Tandon,TED conferences
Keith Chen: Could your language affect your ability to save money?,2012-06-23,Keith Chen,TED conferences
Kimberley Motley: How I defend the rule of law,2014-10-10,Kimberley Motley,TED conferences
Catherine Crump: The small and surprisingly dangerous detail the police track about you,2014-10-14,Catherine Crump,TED conferences
Ameenah Gurib-Fakim: Humble plants that hide surprising secrets,2014-10-27,Ameenah Gurib-Fakim,TED conferences
Toby Shapshak: You don't need an app for that,2013-07-17,Toby Shapshak,TED conferences
Joe Landolina: This gel can make you stop bleeding instantly,2014-10-14,Joe Landolina,TED conferences
Eric X. Li: A tale of two political systems,2013-06-12,Eric Li,TED conferences
Pia Mancini: How to upgrade democracy for the Internet era,2014-10-07,Pia Mancini,TED conferences
