col0,col1,col2,col3,col4
Wolfram Language,Stephen Wolfram,Linux,1988-01-01,multi-paradigm programming language
Rust,Graydon Hoare,cross-platform,2010-07-07,multi-paradigm programming language
Groovy,James Strachan,cross-platform,2004-01-01,multi-paradigm programming language
Rust,Graydon Hoare,cross-platform,2010-07-07,systems programming language
Wolfram Language,Stephen Wolfram,Linux,1988-01-01,functional programming language
Rust,Graydon Hoare,cross-platform,2010-07-07,functional programming language
Groovy,James Strachan,cross-platform,2004-01-01,functional programming language
Wolfram Language,Stephen Wolfram,Linux,1988-01-01,interpreted language
MUMPS,Neil Pappalardo,cross-platform,1966-01-01,interpreted language
Groovy,James Strachan,cross-platform,2004-01-01,interpreted language
Wolfram Language,Stephen Wolfram,Linux,1988-01-01,declarative programming language
Groovy,James Strachan,cross-platform,2004-01-01,open-source software
Wolfram Language,Stephen Wolfram,Linux,1988-01-01,object-based language
Groovy,James Strachan,cross-platform,2004-01-01,object-based language
Rust,Graydon Hoare,cross-platform,2010-07-07,compiled language
