col0,col1,col2,col3,col4,col5,col6
statue of Sacred Heart of Jesus Christ,1921-01-01,Petrus Johannes Custers,Netherlands,Jesus Christ,Veldhoven,Oerle
statue of Sacred Heart of Jesus Christ,1946-01-01,Jean Weerts,Netherlands,Jesus Christ,Beek,Neerbeek
statue of Sacred Heart of Jesus Christ,1924-01-01,August Falise,Netherlands,Jesus Christ,Hoogezand-Sappemeer,Sappemeer
statue of Sacred Heart of Jesus Christ,1931-01-01,Petrus Johannes Custers,Netherlands,Jesus Christ,Woensdrecht,Hoogerheide
statue of Sacred Heart of Jesus Christ,1951-01-01,Jean Adams,Netherlands,Jesus Christ,Echt-Susteren,Dieteren
statue of Sacred Heart of Jesus Christ,1931-01-01,Victor Sprenkels,Netherlands,Jesus Christ,Kerkrade,Haanrade
statue of Sacred Heart of Jesus Christ,1952-01-01,Peter Roovers,Netherlands,Jesus Christ,Peel en Maas,Helden
statue of Sacred Heart of Jesus Christ,1926-01-01,Van Bokhoven en Jonkers,Netherlands,Jesus Christ,Meierijstad,Olland
statue of Sacred Heart of Jesus Christ,1956-01-01,Sjef Eijmael,Netherlands,Jesus Christ,Eijsden-Margraten,Mheer
statue of Sacred Heart of Jesus Christ,1925-01-01,August Falise,Netherlands,Jesus Christ,Eijsden-Margraten,Noorbeek
statue of Sacred Heart of Jesus Christ,1937-01-01,Wim van Hoorn,Netherlands,Jesus Christ,Sint Anthonis,Sint Anthonis
statue of Sacred Heart of Jesus Christ,1925-01-01,Aloïs De Beule,Netherlands,Jesus Christ,'s-Hertogenbosch,'s-Hertogenbosch
statue of Sacred Heart of Jesus Christ,1930-01-01,Wim Harzing,Netherlands,Jesus Christ,Uden,Uden
statue of Sacred Heart of Jesus Christ,1929-01-01,Petrus Johannes Custers,Netherlands,Jesus Christ,Diemen,Diemen
