col0,col1,col2,col3,col4
Tazawa,Japan,Tazawako,Semboku District,1899-04-01
Hanaoka,Japan,Hanaya,Kitaakita District,1889-04-01
Yatate,Japan,Hanaya,Minamitsugaru District,1889-04-01
Hanaoka,Japan,Hanaya,Ōdate,1889-04-01
Yatate,Japan,Hanaya,Ōdate,1889-04-01
Hanaya,Japan,Ōdate,Ōdate,1955-03-01
Kemanai,Japan,Towada,Ōdate,1889-04-01
Hinai,Japan,Ōdate,Ōdate,1955-03-31
Kemanai,Japan,Towada,Kitaakita District,1889-04-01
Shibahira,Japan,Hanawa,Kazuno District,1889-04-01
Kemanai,Japan,Towada,Kazuno District,1889-04-01
Shibahira,Japan,Hanawa,Ninohe District,1889-04-01
Hinai,Japan,Ōdate,Kazuno,1955-03-31
