col0,col1,col2,col3
Costa Norte,IUCN category VI: Protected Area with sustainable use of natural resources,1987-01-01,Portugal
Ponta da Ferraria-Ponta da Bretanha,IUCN category VI: Protected Area with sustainable use of natural resources,2008-01-01,Portugal
Ponta do Cintrão-Ponta da Maia,IUCN category VI: Protected Area with sustainable use of natural resources,2008-01-01,Portugal
Topo,IUCN category VI: Protected Area with sustainable use of natural resources,2011-01-01,Portugal
Ilhéus das Cabras,IUCN category VI: Protected Area with sustainable use of natural resources,2011-01-01,Portugal
Costa das Fajãs,IUCN category VI: Protected Area with sustainable use of natural resources,2011-01-01,Portugal
Quatro Ribeiras,IUCN category VI: Protected Area with sustainable use of natural resources,2011-01-01,Portugal
Capelinhos,IUCN category VI: Protected Area with sustainable use of natural resources,2008-01-01,Portugal
Caloura-Ilhéu de Vila Franca do Campo,IUCN category VI: Protected Area with sustainable use of natural resources,2004-01-01,Portugal
Baixa de Vila Nova,IUCN category VI: Protected Area with sustainable use of natural resources,2011-01-01,Portugal
Banco D. João de Castro,IUCN category VI: Protected Area with sustainable use of natural resources,2011-01-01,Portugal
