col0,col1,col2,col3,col4,col5
Nový Studenec,Czech Republic,44,112,Železné hory Protected Landscape Area,1314-01-01
Rovný,Czech Republic,45,114,Železné hory Protected Landscape Area,1383-01-01
Rohozná,Czech Republic,58,70,Železné hory Protected Landscape Area,1437-01-01
Rokytník,Czech Republic,130,283,Broumovsko Protected Landscape Area,1465-01-01
Modletín,Czech Republic,22,21,Železné hory Protected Landscape Area,1542-01-01
Lhůta,Czech Republic,28,38,Železné hory Protected Landscape Area,1556-01-01
Lhota,Czech Republic,6,5,Křivoklátsko Protected Landscape Area,1384-01-01
Hostětínky,Czech Republic,4,1,Železné hory Protected Landscape Area,1617-01-01
Horní Sokolovec,Czech Republic,8,24,Železné hory Protected Landscape Area,1454-01-01
Jetonice,Czech Republic,12,6,Železné hory Protected Landscape Area,1398-01-01
Jeníkovec,Czech Republic,7,28,Železné hory Protected Landscape Area,1257-01-01
Malochyně,Czech Republic,6,14,Železné hory Protected Landscape Area,1399-01-01
Licoměřice,Czech Republic,54,117,Železné hory Protected Landscape Area,1257-01-01
Libická Lhotka,Czech Republic,33,67,Železné hory Protected Landscape Area,1383-01-01
Javorné,Czech Republic,14,14,Železné hory Protected Landscape Area,1438-01-01
