col0,col1,col2,col3
Weimar,urban district of Thuringia,208,Possendorf (Weimar)
Baden-Baden,medium regional center,181,Balg
Freital,independent city of Germany,171,Birkigt (Freital)
Baden-Baden,independent city of Germany,181,Balg
Eisenach,urban municipality of Germany,215,Berteroda
Freital,Einheitsgemeinde of Germany,171,Birkigt (Freital)
Eisenach,medium regional center,215,Berteroda
Freital,big district town,171,Kleinnaundorf
Eisenach,independent city of Germany,215,Berteroda
Bottrop,urban district of North Rhine-Westphalia,55,Kirchhellen
