col0,col1,col2,col3,col4,col5,col6
2015 Amstel Gold Race,2015-04-19,Amstel Gold Race,2016 Amstel Gold Race,Valkenburg,Philippe Gilbert,129
2018 Amstel Gold Race,2018-04-15,1.UWT,Amstel Gold Race 2019,Berg en Terblijt,Philippe Gilbert,97
2017 Amstel Gold Race,2017-04-16,1.UWT,2018 Amstel Gold Race,Berg en Terblijt,Philippe Gilbert,127
2018 Amstel Gold Race,2018-04-15,Amstel Gold Race,Amstel Gold Race 2019,Berg en Terblijt,Philippe Gilbert,97
2017 Amstel Gold Race,2017-04-16,Amstel Gold Race,2018 Amstel Gold Race,Berg en Terblijt,Philippe Gilbert,127
1975 Amstel Gold Race,1975-03-29,Amstel Gold Race,1976 Amstel Gold Race,Meerssen,Eddy Merckx,35
Amstel Gold Race 2019,2019-04-21,1.UWT,2020 Amstel Gold Race,Berg en Terblijt,Jakob Fuglsang,109
2018 Amstel Gold Race,2018-04-15,1.UWT,Amstel Gold Race 2019,Berg en Terblijt,Preben Van Hecke,97
Amstel Gold Race 2019,2019-04-21,Amstel Gold Race,2020 Amstel Gold Race,Berg en Terblijt,Jakob Fuglsang,109
2018 Amstel Gold Race,2018-04-15,Amstel Gold Race,Amstel Gold Race 2019,Berg en Terblijt,Preben Van Hecke,97
