col0,col1,col2,col3,col4,col5,col6
Rhône,Rèche,Rhône,river,Rhone Glacier,98000,France
Aller,Alpe,Aller,river,Eggenstedt,15600,Germany
Ohře,Svatava,Ohre,river,Weißenstadt,5614,Germany
Agul,Kungus,Agoul,river,Sayan Mountains,11600,Russia
Doce River,Piracicaba River,Rio Doce,river,Mantiqueira Mountains,83400,Brazil
Our,Ulf,Our,river,High Fens,187,Belgium
Nidelva,Bjorsund,Nidelva,river,Fyresdalsåna,4015,Norway
Aller,Leine,Aller,river,Eggenstedt,15600,Germany
Biya River,Lebed River,Biia,river,Lake Teletskoye,37000,Russia
Baro River,Gebba River,Cheater,river,Ethiopian Highlands,41400,Ethiopia
Automne,Sainte-Marie,autumn,river,Villers-Cotterêts,287,France
Ket River,Malaya Ket',Keť,river,Sayan Mountains,94200,Russia
