col0,col1,col2,col3,col4
Warwick Farm Raceway,Sydney,motorsport,race track,Australia
Tierp Arena,Tierp Municipality,drag racing,race track,Sweden
Tacoma Speedway,Lakewood,motorsport,race track,United States of America
Darlington Raceway,South Carolina,auto racing,race track,United States of America
Circuito Urbano Bilbao,Bilbao,motorsport,race track,Spain
Circuito de Albacete,Albacete,motorsport,race track,Spain
Barrie Speedway,Ontario,auto racing,race track,Canada
Memphis International Raceway,Tennessee,auto racing,race track,United States of America
Lucas Oil Raceway at Indianapolis,Indiana,auto racing,race track,United States of America
Bristol Motor Speedway,Bristol,auto racing,race track,United States of America
Autódromo Juan y Oscar Gálvez,Buenos Aires,motorsport,race track,Argentina
Pedralbes Circuit,Barcelona,motorsport,race track,Spain
Circuito de Jerez,Jerez de la Frontera,motorsport,race track,Spain
Autódromo Juan y Oscar Gálvez,Buenos Aires,motorsport,building,Argentina
