col0,col1,col2,col3,col4
ESA Optical Ground Station,optical telescope,European Space Agency,13.3,Teide Observatory
Vacuum Tower Telescope,optical telescope,Max Planck Institute for Solar System Research,46,Teide Observatory
Dunn Solar Telescope,optical telescope,New Mexico State University,54.86,Sunspot Solar Observatory
SkyMapper,optical telescope,Mount Stromlo Observatory,6.2,Siding Spring Observatory
Isaac Newton Telescope,optical telescope,Isaac Newton Group of Telescopes,8.36,Royal Observatory
Anglo-Australian Telescope,optical telescope,Australian Astronomical Observatory,12.7,Siding Spring Observatory
GREGOR,optical telescope,Max Planck Institute for Solar System Research,55.6,Teide Observatory
MPG/ESO telescope,optical telescope,European Southern Observatory,17.6,La Silla Observatory
Swedish Solar Telescope,optical telescope,Stockholm University,20.3,Roque de los Muchachos Observatory
VLT Survey Telescope,optical telescope,European Southern Observatory,14416,Paranal Observatory
