col0,col1,col2,col3,col4,col5,col6
"Spock, Messiah!",English,1976-09-01,Star Trek: The Original Series,Montgomery Scott,science fiction novel,Star Trek
Ni Var,English,1976-01-01,Star Trek: The Original Series,Pavel Chekov,science fiction novel,Star Trek
"Spock, Messiah!",English,1976-09-01,Star Trek: The Original Series,Pavel Chekov,science fiction novel,Star Trek
Ni Var,English,1976-01-01,Star Trek: The Original Series,Leonard McCoy,science fiction novel,Star Trek
"Spock, Messiah!",English,1976-09-01,Star Trek: The Original Series,Leonard McCoy,science fiction novel,Star Trek
Ni Var,English,1976-01-01,Star Trek: The Original Series,Spock,science fiction novel,Star Trek
"Spock, Messiah!",English,1976-09-01,Star Trek: The Original Series,Spock,science fiction novel,Star Trek
Ni Var,English,1976-01-01,Star Trek: The Original Series,James T. Kirk,science fiction novel,Star Trek
"Spock, Messiah!",English,1976-09-01,Star Trek: The Original Series,James T. Kirk,science fiction novel,Star Trek
Surprise!,English,1978-01-01,Star Trek: The Original Series,Uhura,short story,Star Trek
Ni Var,English,1976-01-01,Star Trek: The Original Series,Uhura,short story,Star Trek
