col0,col1,col2,col3,col4
McCrory Waterworks,place listed on the National Register of Historic Places,waterworks,United States of America,Arkansas
Lockesburg Waterworks,place listed on the National Register of Historic Places,waterworks,United States of America,Arkansas
Jerome City Pump House,place listed on the National Register of Historic Places,waterworks,United States of America,Idaho
Georgetown Light and Water Works,place listed on the National Register of Historic Places,waterworks,United States of America,Texas
Falmouth Pumping Station,place listed on the National Register of Historic Places,waterworks,United States of America,Massachusetts
Fairmount Water Works,National Historic Landmark,waterworks,United States of America,Philadelphia
Crow Creek Water Ditch,place listed on the National Register of Historic Places,waterworks,United States of America,Montana
Chillicothe Water and Power Company Pumping Station,place listed on the National Register of Historic Places,waterworks,United States of America,Ohio
Boulware Springs Water Works,place listed on the National Register of Historic Places,waterworks,United States of America,Florida
Bethlehem Waterworks,National Historic Landmark,waterworks,United States of America,Pennsylvania
Benjamin C. Moore Mill,place listed on the National Register of Historic Places,waterworks,United States of America,New York
1879 Houston Waterworks,place listed on the National Register of Historic Places,waterworks,United States of America,Houston
Waterworks Friedrichshagen,Kulturdenkmal,waterworks,Germany,Treptow-Köpenick
