col0,col1,col2,col3
Bruce Nuclear Generating Station,nuclear power station,Ontario,CANDU reactor
Tōkai Nuclear Power Plant,nuclear power station,Tōkai,Tokai Power Station
Dukovany Nuclear Power Station,nuclear power station,Rouchovany,Dukovany Power Plant Information Centre
Mühleberg Nuclear Power Plant,nuclear power station,Mühleberg,boiling water reactor
Embalse Nuclear Power Station,nuclear power station,Córdoba Province,CANDU reactor
Fuqing Nuclear Power Plant,nuclear power station,Fuqing,CPR-1000
Dodewaard nuclear power plant,nuclear power station,Neder-Betuwe,boiling water reactor
Mihama Nuclear Power Plant,nuclear power station,Mihama,pressurized water reactor
Hinkley Point B Nuclear Power Station,nuclear power station,Stogursey,advanced gas-cooled reactor
Olkiluoto Nuclear Power Plant,nuclear power station,Eurajoki,pressurized water reactor
Point Lepreau Nuclear Generating Station,nuclear power station,Saint John County,CANDU reactor
Borssele Nuclear Power Station,nuclear power station,Borsele,pressurized water reactor
Cattenom Nuclear Power Plant,nuclear power station,Cattenom,cooling tower
Bugey Nuclear Power Plant,nuclear power station,Saint-Vulbas,pressurized water reactor
Leningrad Nuclear Power Plant,nuclear power station,Sosnovy Bor,water-water energetic reactor
