col0,col1,col2,col3
The Ridge,place listed on the National Register of Historic Places,125,United States of America
China Village,place listed on the National Register of Historic Places,65,United States of America
Reaville,place listed on the National Register of Historic Places,159,United States of America
Chesuncook,place listed on the National Register of Historic Places,560,United States of America
Ohkay Owingeh,place listed on the National Register of Historic Places,9.957501,United States of America
Newry,place listed on the National Register of Historic Places,0.4,United States of America
Turners Falls,place listed on the National Register of Historic Places,5.951913,United States of America
Shelburne Falls,place listed on the National Register of Historic Places,6.77981,United States of America
Virginville Historic District,place listed on the National Register of Historic Places,2.953488,United States of America
"Oella, Maryland",place listed on the National Register of Historic Places,130,United States of America
Watch Hill,place listed on the National Register of Historic Places,2.113759,United States of America
Anthony,place listed on the National Register of Historic Places,250,United States of America
Barelas,place listed on the National Register of Historic Places,0.94,United States of America
St. Mary's City,place listed on the National Register of Historic Places,3.10799,United States of America
