col0,col1,col2,col3,col4,col5
Saline County,Saline County,"National Register of Historic Places listings in Saline County, Missouri",23252,county of Missouri,Chariton County
New Madrid County,New Madrid County,"National Register of Historic Places listings in New Madrid County, Missouri",18365,county of Missouri,Fulton County
Stone County,Stone County,National Register of Historic Places listings in Missouri,31297,county of Missouri,Carroll County
Shelby County,Shelby County,National Register of Historic Places listings in Missouri,6177,county of Missouri,Knox County
Vernon County,Vernon County,"National Register of Historic Places listings in Vernon County, Missouri",20949,county of Missouri,Bates County
Wayne County,Wayne County,National Register of Historic Places listings in Missouri,13404,county of Missouri,Butler County
Howard County,Howard County,"National Register of Historic Places listings in Howard County, Missouri",10257,county of Missouri,Columbia
Carroll County,Carroll County,"National Register of Historic Places listings in Carroll County, Missouri",9127,county of Missouri,Livingston County
Holt County,Holt County,National Register of Historic Places listings in Missouri,4568,county of Missouri,Doniphan County
Harrison County,Harrison County,National Register of Historic Places listings in Missouri,8741,county of Missouri,Decatur County
Grundy County,Grundy County,"National Register of Historic Places listings in Grundy County, Missouri",10355,county of Missouri,Livingston County
Franklin County,Franklin County,"National Register of Historic Places listings in Franklin County, Missouri",101816,county of Missouri,Gasconade County
Henry County,Henry County,"National Register of Historic Places listings in Henry County, Missouri",22059,county of Missouri,St. Clair County
Gentry County,Gentry County,National Register of Historic Places listings in Missouri,6775,county of Missouri,DeKalb County
Hickory County,Hickory County,National Register of Historic Places listings in Missouri,9305,county of Missouri,Benton County
