col0,col1,col2,col3,col4
Andromeda XIX,35.043639,15.6,4.88375,Local Group
Coma Berenices,23.90417,14.1,186.74583,Local Group
Segue 1,16.07361,15.3,151.76333,Local Group
Leo T,17.05139,15.1,143.7225,Local Group
Pisces Dwarf,21.89472,14.3,15.98583,Local Group
IC 1613,2.13333,10.01,16.22583,Local Group
NGC 6822,-14.7975806,8.1,296.2341625,Local Group
Antlia Dwarf,-27.33361,15.17,151.01625,Local Group
Small Magellanic Cloud,-72.80028,2.2,13.15833,Local Group
Large Magellanic Cloud,-69.75611,0.4,80.89417,Local Group
Canes Venatici I,33.55583,13.1,202.01458,Local Group
Carina Dwarf,-50.96611,11,100.40292,Local Group
Fornax Dwarf,0.2683,9.3,25.2375,Local Group
Leo I,12.3065,10,152.117167,Local Group
