col0,col1,col2,col3
eukaryotic translation initiation factor 3,Eukaryotic translation initiation factor 3 subunit G,macromolecular complex,family of protein complexes
transcription factor TFIIF complex,"Transcription initiation factor IIF, beta subunit",RNA polymerase II transcription factor complex,family of protein complexes
complement component C1 complex,Complement C1q subcomponent subunit A,macromolecular complex,family of protein complexes
eukaryotic translation initiation factor 4F complex,Translation Initiation factor eIF- 4e,macromolecular complex,family of protein complexes
clathrin complex,Clathrin light chain,membrane protein complex,family of protein complexes
core TFIIH complex,Helicase XPB/Ssl2,RNA polymerase II transcription factor complex,family of protein complexes
DNA replication factor C complex,Replication factor C subunit 1,macromolecular complex,family of protein complexes
TORC1 complex,Regulatory associated protein of TOR,TOR complex,family of protein complexes
signal recognition particle,"Signal recognition particle, SRP14 subunit",Ribonucleoprotein,family of protein complexes
pyruvate dehydrogenase complex,Dihydrolipoamide dehydrogenase,oxidoreductases,family of protein complexes
NF-κB,NF-kappa-B/Dorsal,transcription factor,family of protein complexes
