col0,col1,col2,col3,col4,col5
Aviastroitel'nyy Rayon,Kazan,38.91,1994-12-05,116712,Russia
"Avtozavodsky City District, District d'Avtozavodsky",Nizhny Novgorod,94,1932-01-01,299790,Russia
Leninski district,Yekaterinburg,34.3,1934-01-01,158029,Russia
Verch-Isetski district,Yekaterinburg,240,1919-01-01,210157,Russia
Kirovski district,Yekaterinburg,45,1943-07-26,225839,Russia
Primorsky District,Saint Petersburg,109.87,1936-01-01,555442,Russia
Frunzensky District,Saint Petersburg,37.469,1936-04-09,401779,Russia
Kurortny District,Saint Petersburg,267.9177,1946-01-01,75121,Russia
Vasileostrovsky District,Saint Petersburg,14.64,1917-01-01,209188,Russia
Soviet District,Voronezh,156.6,1973-04-10,150716,Russia
