col0,col1,col2,col3
Ilona Szabó de Carvalho: 4 lessons I learned from taking a stand against drugs and gun violence,2014-10-28,Ilona Szabó de Carvalho,TED conferences
Robert Muggah: How to protect fast-growing cities from failing,2014-10-13,Robert Muggah,TED conferences
Alessandra Orofino: It’s our city. Let’s fix it,2014-10-07,Alessandra Orofino,TED conferences
Jorge Soto: The future of early cancer detection?,2014-10-09,Jorge Soto,TED conferences
"Aakash Odedra: A dance in a hurricane of paper, wind and light",2014-10-21,Aakash Odedra,TED conferences
Oren Yakobovich: Hidden cameras that film injustice in the world’s most dangerous places,2014-10-14,Oren Yakobovich,TED conferences
Charles Robertson: Africa's next boom,2013-06-13,Charles Robertson,TED conferences
Paul Kemp-Robertson: Bitcoin. Sweat. Tide. Meet the future of branded currency.,2013-06-22,Paul Kemp-Robertson,TED conferences
Andras Forgacs: Leather and meat without killing animals,2013-06-13,Andras Forgacs,TED conferences
Alessandro Acquisti: What will a future without secrets look like?,2013-06-14,Alessandro Acquisti,TED conferences
Hetain Patel: Who am I? Think again,2013-06-11,Hetain Patel,TED conferences
"Peter Doolittle: How your ""working memory"" makes sense of the world",2013-06-10,Peter Doolittle,TED conferences
Bastian Schaefer: A 3D-printed jumbo jet?,2013-06-10,Bastian Schaefer,TED conferences
Joseph Kim: The family I lost in North Korea. And the family I gained.,2013-06-13,Joseph Kim,TED conferences
