col0,col1,col2,col3,col4,col5
Meritorious Service Cross,cross,Medal of Military Valour,Star of Courage,1984-06-11,Canada
Croix du combattant,cross,Medal of French Gratitude,Médaille de l'Aéronautique,1930-06-28,France
Cross of Honour for Military Service Abroad,cross,Commemorative Medal for Armed Humanitarian Operations,Military Decoration,1997-01-01,Belgium
Croix de guerre 1914–1918,cross,Croix de guerre 1939–1945,National Recognition Medal for Victims of Terrorism,1915-04-02,France
Cross of Independence,cross,Order of Polonia Restituta,Virtuti Militari,1930-10-29,Poland
Cross of Valour,cross,Cross of Merit for Bravery,Order of Polonia Restituta,1920-08-11,Poland
Croix de guerre 1939–1945,cross,Croix de guerre des théâtres d'opérations extérieures,Croix de guerre 1914–1918,1939-09-26,France
Gallantry Cross,cross,Air Gallantry Cross,Special Service Medal,1950-08-15,South Vietnam
Cross of Ivan Mazepa,cross,Order For Brave Miners' Work,Order of Danylo Halytsky,2009-01-01,Ukraine
King Haakon VII Freedom Cross,cross,St. Olav's Medal With Oak Branch,Royal Norwegian Order of Merit,1945-05-18,Norway
Military Cross,cross,Distinguished Flying Cross,Conspicuous Gallantry Cross,1914-12-28,United Kingdom
