col0,col1,col2,col3
Ming the Merciless,Ming,superhero film character,villain
Doctor Sivana,Thaddeus,superhero film character,mad scientist
KGBeast,Anatoliy,superhero film character,henchperson
Alex Mercer,Alexander,fictional shapeshifter,antihero
KGBeast,Anatoliy,fictional cyborg,henchperson
Ming the Merciless,Ming,television character,villain
KGBeast,Anatoliy,television character,henchperson
Andrea Beaumont,Andrea,animated character,antihero
Doctor Sivana,Thaddeus,animated character,mad scientist
KGBeast,Anatoliy,animated character,henchperson
Andrea Beaumont,Andrea,fictional human,antihero
Doctor Sivana,Thaddeus,fictional human,mad scientist
