col0,col1,col2,col3,col4,col5
Temple of Artemis in Delos,ancient Greek temple,Delos,Mykonos Municipality,Artemis,Greece
Temple of Isis,ancient Greek temple,Delos,Mykonos Municipality,Isis,Greece
Temple of Poseidon at cape Sounion,ancient Greek temple,Sounion,Lavreotiki Municipality,Poseidon,Greece
Archaic Temple of Apollo at Αncient Metropolis,ancient Greek temple,"Mitropoli, Karditsa",Thessaly Region,Apollo,Greece
Temple of Sangri,ancient Greek temple,Naxos Island,Naxos and Lesser Cyclades Municipality,Demeter,Greece
Temple of Apollo Zoster,ancient Greek temple,Vouliagmeni,Vari-Voula-Vouliagmeni,Apollo,Greece
Temple of Athena,ancient Greek temple,Paestum,Capaccio,Ceres,Italy
Temple of Apollo,ancient Greek temple,Thermos,Thermo Municipality,Apollo,Greece
Temple C,ancient Greek temple,Selinunte,Trapani,Apollo,Italy
Temple of Apollo,ancient Greek temple,Ancient Corinth,Corinth Municipality,Apollo,Greece
Temple of Ares,ancient Greek temple,Ancient Agora of Athens,Attica Region,Ares,Greece
