col0,col1,col2,col3,col4,col5,col6,col7
Valparaíso,Melaka City,Valparaíso,10,UTC−04:00,Valparaíso Region,city in Chile,47.98
Valdivia,Hamburg,Valdivia,5,UTC−04:00,Los Ríos Region,big city,45.85
Temuco,Stavropol,Temuco,360,UTC−04:00,Araucanía Region,big city,50.09
Punta Arenas,Split,Punta Arenas,34,UTC−03:00,Magellan and the Chilean Antarctic Region,big city,39.03
Osorno,Bariloche,Osorno,39,UTC−04:00,Osorno Province,big city,951.3
Puerto Montt,Bariloche,Puerto Montt,14,UTC−04:00,Los Lagos Region,big city,50.95
Valparaíso,Melaka City,Valparaíso,10,UTC−04:00,Valparaíso Region,big city,47.98
Iquique,La Paz,Iquique,1,UTC−04:00,Tarapacá Region,city in Chile,20.94
Coquimbo,San Juan,Coquimbo,15,UTC−04:00,Elqui Province,city in Chile,53.3
Copiapó,Castelló de la Plana,Copiapó,383,UTC−04:00,Atacama Region,city in Chile,34.3
Iquique,La Paz,Iquique,1,UTC−04:00,Tarapacá Region,big city,20.94
Coquimbo,San Juan,Coquimbo,15,UTC−04:00,Elqui Province,big city,53.3
Copiapó,Castelló de la Plana,Copiapó,383,UTC−04:00,Atacama Region,big city,34.3
San Pedro de Atacama,Yokneam Illit,San Pedro de Atacama,2407,UTC−04:00,San Pedro de Atacama,city in Chile,2.31
Viña del Mar,Mexico City,Viña del Mar,2,UTC−04:00,Viña del Mar,city in Chile,120.57
