col0,col1,col2,col3,col4,col5,col6,col7
Arapahoe County,"National Register of Historic Places listings in Arapahoe County, Colorado",607070,Littleton,Denver County,Colorado,Arapahoe County,United States of America
Baca County,National Register of Historic Places listings in Colorado,3682,Springfield,Union County,Colorado,Baca County,United States of America
Las Animas County,"National Register of Historic Places listings in Las Animas County, Colorado",14446,Trinidad,Union County,Colorado,Las Animas County,United States of America
Conejos County,"National Register of Historic Places listings in Conejos County, Colorado",8277,Conejos,Taos County,Colorado,Conejos County,United States of America
Costilla County,"National Register of Historic Places listings in Costilla County, Colorado",3518,San Luis,Taos County,Colorado,Costilla County,United States of America
Sedgwick County,National Register of Historic Places listings in Colorado,2360,Julesburg,Deuel County,Colorado,Sedgwick County,United States of America
Hinsdale County,"National Register of Historic Places listings in Hinsdale County, Colorado",813,Lake City,Ouray County,Colorado,Hinsdale County,United States of America
Baca County,National Register of Historic Places listings in Colorado,3682,Springfield,Morton County,Colorado,Baca County,United States of America
Cheyenne County,National Register of Historic Places listings in Colorado,1890,Cheyenne Wells,Greeley County,Colorado,Cheyenne County,United States of America
Baca County,National Register of Historic Places listings in Colorado,3682,Springfield,Stanton County,Colorado,Baca County,United States of America
