col0,col1,col2,col3
Prince,Algoma District,Canada,single-tier municipality
Sault Ste. Marie,Algoma District,Canada,single-tier municipality
Haldimand County,Ontario,Canada,single-tier municipality
Norfolk County,Ontario,Canada,single-tier municipality
Prince Edward County,Ontario,Canada,single-tier municipality
County of Brant,Ontario,Canada,single-tier municipality
Kawartha Lakes,Ontario,Canada,single-tier municipality
Greater Sudbury,Ontario,Canada,single-tier municipality
Kingston,Frontenac County,Canada,single-tier municipality
Windsor,Essex County,Canada,single-tier municipality
Hamilton,Ontario,Canada,single-tier municipality
Chatham-Kent,Ontario,Canada,single-tier municipality
London,Middlesex County,Canada,single-tier municipality
