col0,col1,col2,col3
2019 Manchester City Council election in Piccadilly,7149,1400,1387
2019 Manchester City Council election in Old Moat,10628,2789,2752
2019 Manchester City Council election in Northenden,10832,2517,2497
2019 Manchester City Council election in Moston,12797,3074,3057
2019 Manchester City Council election in Moss Side,12600,3149,3119
2019 Manchester City Council election in Miles Platting & Newton Heath,12499,2656,2635
2019 Manchester City Council election in Longsight,12370,3271,3248
2019 Manchester City Council election in Levenshulme,12344,3828,3804
2019 Manchester City Council election in Hulme,11408,2464,2438
2019 Manchester City Council election in Higher Blackley,11283,2443,2429
2019 Manchester City Council election in Harpurhey,12445,2393,2378
