col0,col1,col2,col3,col4,col5,col6,col7
New Gaziantep Stadium,Turkey,33502,Gaziantepspor,Gaziantep,Gaziantep,2017-01-15,association football venue
Vodafone Park,Turkey,41903,Beşiktaş J.K.,Beşiktaş,Beşiktaş,2016-04-10,association football venue
Balıkesir Atatürk Stadium,Turkey,15800,Balıkesirspor,Balıkesir,Balıkesir,1953-01-01,association football venue
Cebeci İnönü Stadium,Turkey,15000,Ankara Demirspor,Ankara,Ankara,1967-01-01,association football venue
Recep Tayyip Erdoğan Stadium,Turkey,14234,Kasımpaşa S.K.,Istanbul,Istanbul,1921-01-01,association football venue
19 Eylül Stadium,Turkey,11024,Orduspor,Ordu,Ordu,1967-01-01,association football venue
Kadir Has Stadium,Turkey,32864,Kayserispor,Kayseri,Kayseri,2009-03-08,association football venue
Denizli Atatürk Stadium,Turkey,15427,Denizlispor,Denizli,Denizli,1950-01-01,association football venue
Yenişehir Stadium,Turkey,7593,Kardemir Karabükspor,Karabük,Karabük,1974-01-01,association football venue
BJK İnönü Stadium,Turkey,32145,Beşiktaş J.K.,Vişnezade,Beşiktaş,1947-05-19,association football venue
Ankara 19 Mayıs Stadium,Turkey,19219,Hacettepe S.K.,Ankara,Ankara,1936-01-01,association football venue
Şükrü Saracoğlu Stadium,Turkey,50509,Fenerbahçe S.K.,Kadıköy,Kadıköy,1908-01-01,association football venue
Atatürk Olympic Stadium,Turkey,80597,İstanbul Başakşehir FC,Başakşehir,Başakşehir,2002-07-31,association football venue
Commerzbank-Arena,Germany,51500,Eintracht Frankfurt,Sachsenhausen,Sachsenhausen,1925-05-21,association football venue
BJK İnönü Stadium,Turkey,32145,Beşiktaş J.K.,Vişnezade,Beşiktaş,1947-05-19,former building or structure
