col0,col1,col2,col3
Morrison County,Minnesota,2987,county of Minnesota
Scott County,Minnesota,955,county of Minnesota
Lake of the Woods County,Minnesota,4597,county of Minnesota
Wilkin County,Minnesota,751,county of Minnesota
Mille Lacs County,Minnesota,1766,county of Minnesota
Roseau County,Minnesota,4347,county of Minnesota
Ramsey County,Minnesota,441,county of Minnesota
Nobles County,Minnesota,1871,county of Minnesota
Sibley County,Minnesota,1555,county of Minnesota
Lake County,Minnesota,7746,county of Minnesota
Pennington County,Minnesota,1601,county of Minnesota
Rock County,Minnesota,1251,county of Minnesota
Traverse County,Minnesota,1518,county of Minnesota
Wadena County,Minnesota,543,county of Minnesota
Lyon County,Minnesota,1869,county of Minnesota
