col0,col1,col2,col3,col4
2014 PTT Pattaya Open,Thailand,WTA International tournaments,Pattaya,2015 PTT Thailand Open
2013 PTT Pattaya Open,Thailand,2013 WTA Tour,Pattaya,2014 PTT Pattaya Open
2012 PTT Pattaya Open,Thailand,WTA International tournaments,Pattaya,2013 PTT Pattaya Open
Volvo Women’s Open 2002,Thailand,2002 WTA Tour,Pattaya,Volvo Women’s Open 2003
2001 Volvo Women’s Open,Thailand,2001 WTA Tour,Pattaya,Volvo Women’s Open 2002
2000 Volvo Women’s Open,Thailand,2000 WTA Tour,Pattaya,2001 Volvo Women’s Open
1998 Volvo Women's Open,Thailand,1998 WTA Tour,Pattaya,1999 Pattaya Women's Open
1997 Volvo Women's Open,Thailand,1997 WTA Tour,Pattaya,1998 Volvo Women's Open
1994 Volvo Women’s Open,Thailand,1994 WTA Tour,Pattaya,1995 Volvo Women's Open
1996 Volvo Women's Open,Thailand,1996 WTA Tour,Pattaya,1997 Volvo Women's Open
