col0,col1,col2,col3,col4,col5,col6
1982 Peace Race,Peace Race,1982-05-09,1982-05-23,cycle sport,94,1981 Peace Race
1980 Peace Race,Peace Race,1980-05-09,1980-05-24,road bicycle racing,90,1979 Peace Race
1973 Peace Race,Peace Race,1973-05-09,1973-05-26,cycle sport,99,1972 Peace Race
1952 Peace Race,Peace Race,1952-04-30,1952-05-13,road bicycle racing,94,1951 Peace Race
1950 Peace Race,Peace Race,1950-04-30,1950-05-09,cycle sport,71,1949 Peace Race
1949 Peace Race,Peace Race,1949-05-01,1949-05-09,road bicycle racing,71,1948-2 Peace Race
1987 Peace Race,Peace Race,1987-05-08,1987-05-23,cycle sport,156,1986 Peace Race
1986 Peace Race,Peace Race,1986-05-06,1986-05-22,cycle sport,64,1985 Peace Race
1979 Peace Race,Peace Race,1979-05-09,1979-05-24,road bicycle racing,112,1978 Peace Race
1989 Peace Race,Peace Race,1989-05-08,1989-05-20,cycle sport,106,1988 Peace Race
1988 Peace Race,Peace Race,1988-05-09,1988-05-23,cycle sport,115,1987 Peace Race
1984 Peace Race,Peace Race,1984-05-08,1984-05-21,cycle sport,108,1983 Peace Race
1983 Peace Race,Peace Race,1983-05-08,1983-05-22,cycle sport,94,1982 Peace Race
1977 Peace Race,Peace Race,1977-05-08,1977-05-21,road bicycle racing,114,1976 Peace Race
1976 Peace Race,Peace Race,1976-05-08,1976-05-24,cycle sport,113,1975 Peace Race
