col0,col1,col2,col3,col4,col5,col6
2015 Japanese Badminton Championships,badminton,2014 Japanese Badminton Championships,2016 Japanese Badminton Championships,2015-01-01,national championship,WikiProject Badminton/tournament focus list
2014 Japanese Badminton Championships,badminton,2013 Japanese Badminton Championships,2015 Japanese Badminton Championships,2014-01-01,national championship,WikiProject Badminton/tournament focus list
1973 Japanese Badminton Championships,badminton,1972 Japanese Badminton Championships,1974 Japanese Badminton Championships,1973-01-01,national championship,WikiProject Badminton/tournament focus list
2012 Japanese Badminton Championships,badminton,2011 Japanese Badminton Championships,2013 Japanese Badminton Championships,2012-01-01,national championship,WikiProject Badminton/tournament focus list
1967 Japanese Badminton Championships,badminton,1966 Japanese Badminton Championships,1968 Japanese Badminton Championships,1967-01-01,national championship,WikiProject Badminton/tournament focus list
1966 Japanese Badminton Championships,badminton,1965 Japanese Badminton Championships,1967 Japanese Badminton Championships,1966-01-01,national championship,WikiProject Badminton/tournament focus list
1965 Japanese Badminton Championships,badminton,1964 Japanese Badminton Championships,1966 Japanese Badminton Championships,1965-01-01,national championship,WikiProject Badminton/tournament focus list
1964 Japanese Badminton Championships,badminton,1963 Japanese Badminton Championships,1965 Japanese Badminton Championships,1964-01-01,national championship,WikiProject Badminton/tournament focus list
1963 Japanese Badminton Championships,badminton,1962 Japanese Badminton Championships,1964 Japanese Badminton Championships,1963-01-01,national championship,WikiProject Badminton/tournament focus list
1962 Japanese Badminton Championships,badminton,1961 Japanese Badminton Championships,1963 Japanese Badminton Championships,1962-01-01,national championship,WikiProject Badminton/tournament focus list
1961 Japanese Badminton Championships,badminton,1960 Japanese Badminton Championships,1962 Japanese Badminton Championships,1961-01-01,national championship,WikiProject Badminton/tournament focus list
1960 Japanese Badminton Championships,badminton,1959 Japanese Badminton Championships,1961 Japanese Badminton Championships,1960-01-01,national championship,WikiProject Badminton/tournament focus list
