col0,col1,col2,col3,col4,col5
Páez,6b Threatened,40000,Colombia,3 definitely endangered,language
Kalmyk language,2 Provincial,360800,Russia,3 definitely endangered,language
Khakas,5 Developing,42604,Russia,3 definitely endangered,language
Karelian,6b Threatened,35600,Finland,3 definitely endangered,language
Kodava,5 Developing,200000,India,3 definitely endangered,language
Friulian,4 Educational,300000,Italy,3 definitely endangered,language
Judæo-Persian,7 Shifting,60000,Iran,3 definitely endangered,definitely endangered language
Juang,5 Developing,30875,India,3 definitely endangered,definitely endangered language
Hinuq,6b Threatened,5,Russia,3 definitely endangered,definitely endangered language
Badaga,5 Developing,245000,India,3 definitely endangered,definitely endangered language
Corsican,4 Educational,151000,Italy,3 definitely endangered,definitely endangered language
Bezhta,5 Developing,6000,Russia,3 definitely endangered,definitely endangered language
