col0,col1,col2,col3,col4,col5,col6
2006 Heineken Open,2006 ATP Tour,Auckland,2007 Heineken Open,New Zealand,2006-01-01,2005 Heineken Open
1988 Benson and Hedges Open,1988 Grand Prix circuit,Auckland,1989 Benson and Hedges Open,New Zealand,1988-01-01,1987 Benson and Hedges Open
1980 Benson and Hedges Open,1980 Grand Prix circuit,Auckland,1981 Benson and Hedges Open,New Zealand,1980-01-01,1979 New Zealand Open
2009 Heineken Open,2009 ATP World Tour,Auckland,2010 Heineken Open,New Zealand,2009-01-01,2008 Heineken Open
2001 Heineken Open,2001 ATP Tour,Auckland,2002 Heineken Open,New Zealand,2001-01-01,2000 Heineken Open
2010 Heineken Open,2010 ATP World Tour,Auckland,2011 Heineken Open,New Zealand,2010-01-01,2009 Heineken Open
2011 Heineken Open,2011 ATP World Tour,Auckland,2012 Heineken Open,New Zealand,2011-01-01,2010 Heineken Open
1998 Heineken Open,1998 ATP Tour,Auckland,1999 Heineken Open,New Zealand,1998-01-01,1997 BellSouth Open
1991 Benson and Hedges Open,1991 ATP Tour,Auckland,1992 Benson and Hedges Open,New Zealand,1991-01-01,1990 Benson and Hedges Open
2015 Heineken Open,ATP World Tour 250 series,Auckland,2016 ASB Classic (men),New Zealand,2015-01-01,2014 Heineken Open
2003 Heineken Open,2003 ATP Tour,Auckland,2004 Heineken Open,New Zealand,2003-01-01,2002 Heineken Open
1990 Benson and Hedges Open,1990 ATP Tour,Auckland,1991 Benson and Hedges Open,New Zealand,1990-01-01,1989 Benson and Hedges Open
2014 Heineken Open,2014 ATP World Tour,Auckland,2015 Heineken Open,New Zealand,2014-01-01,2013 Heineken Open
