col0,col1,col2,col3
2016 Dakar Rally,2016-01-01,rally raid,Dakar Rally
Dakar Rally 2015,2015-01-01,rally raid,Dakar Rally
2014 Dakar Rally,2014-01-01,rally raid,Dakar Rally
2002 Dakar Rally,2002-01-01,rally raid,Dakar Rally
1993 Paris–Dakar Rally,1993-01-01,rally raid,Dakar Rally
1987 Paris–Dakar Rally,1987-01-01,rally raid,Dakar Rally
2006 Dakar Rally,2006-01-01,rally raid,Dakar Rally
1980 Paris–Dakar Rally,1980-01-01,rally raid,Dakar Rally
Dakar Rally 2013,2013-01-01,rally raid,Dakar Rally
1986 Paris–Dakar Rally,1986-01-01,rally raid,Dakar Rally
