col0,col1,col2,col3,col4,col5
1979 Swiss Open Badminton Championships,1980 Swiss Open Badminton Championships,1979 Swiss Open Badminton Championships – Men's singles,1977 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1981 Swiss Open Badminton Championships,1982 Swiss Open Badminton Championships,1981 Swiss Open Badminton Championships – Men's singles,1980 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1988 Swiss Open Badminton Championships,1989 Swiss Open Badminton Championships,1988 Swiss Open Badminton Championships – Men's singles,1987 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
2004 Swiss Open Badminton Championships,2005 Swiss Open Badminton Championships,2004 Swiss Open Badminton Championships – Men's singles,2003 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1999 Swiss Open Badminton Championships,2000 Swiss Open Badminton Championships,1999 Swiss Open Badminton Championships – Men's singles,1998 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1996 Swiss Open Badminton Championships,1997 Swiss Open Badminton Championships,1996 Swiss Open Badminton Championships – Men's singles,1995 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1993 Swiss Open Badminton Championships,1994 Swiss Open Badminton Championships,1993 Swiss Open Badminton Championships – Men's singles,1992 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1957 Swiss Open Badminton Championships,1958 Swiss Open Badminton Championships,1957 Swiss Open Badminton Championships – Men's singles,1956 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
1959 Swiss Open Badminton Championships,1960 Swiss Open Badminton Championships,1959 Swiss Open Badminton Championships – Men's singles,1958 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
2005 Swiss Open Badminton Championships,2006 Swiss Open Badminton Championships,2005 Swiss Open Badminton Championships – Men's singles,2004 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
2008 Swiss Open Super Series,2009 Swiss Open Super Series,2008 Swiss Open Super Series – Men's singles,2007 Swiss Open Super Series,WikiProject Badminton/tournament focus list,badminton
2009 Swiss Open Super Series,2010 Swiss Open Super Series,2009 Swiss Open Super Series – Men's singles,2008 Swiss Open Super Series,WikiProject Badminton/tournament focus list,badminton
2010 Swiss Open Super Series,2011 Swiss Open Badminton Championships,2010 Swiss Open Super Series – Men's singles,2009 Swiss Open Super Series,WikiProject Badminton/tournament focus list,badminton
2025 Swiss Open Badminton Championships,2026 Swiss Open Badminton Championships,2025 Swiss Open Badminton Championships – Men's doubles,2024 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
2024 Swiss Open Badminton Championships,2025 Swiss Open Badminton Championships,2024 Swiss Open Badminton Championships – Men's doubles,2023 Swiss Open Badminton Championships,WikiProject Badminton/tournament focus list,badminton
