col0,col1,col2,col3,col4,col5,col6,col7
2019 Vuelta a Aragón,cycle sport,Rein Taaramäe,Julien Mortier,2019-05-17,Androni Giocattoli-Sidermec 2019,Rein Taaramäe,Ángel Madrazo
2018 Vuelta a Aragón,road bicycle racing,Ángel Madrazo,Daniel Whitehouse,2018-05-11,Vital Concept 2018,Hernán Aguirre,Ángel Madrazo
2019 Vuelta a Aragón,cycle sport,Pierre Rolland,Julien Mortier,2019-05-17,2019 Caja Rural-Seguros RGA,Txomin Juaristi,Ángel Madrazo
2018 Vuelta a Aragón,road bicycle racing,Ángel Madrazo,Daniel Whitehouse,2018-05-11,Israel Cycling Academy 2018,Hernán Aguirre,Sylvain Chavanel
2019 Vuelta a Aragón,road bicycle racing,Rein Taaramäe,Julien Mortier,2019-05-17,Movistar 2019,Justin Jules,Ángel Madrazo
2018 Vuelta a Aragón,road bicycle racing,Sergio Pardilla,Daniel Whitehouse,2018-05-11,Direct Énergie 2018,Jon Aberasturi,Ángel Madrazo
2019 Vuelta a Aragón,cycle sport,Rein Taaramäe,Julien Mortier,2019-05-17,Androni Giocattoli-Sidermec 2019,Eduard Prades,Rein Taaramäe
2018 Vuelta a Aragón,road bicycle racing,Sergio Pardilla,Daniel Whitehouse,2018-05-11,Direct Énergie 2018,Mikel Bizkarra,Ángel Madrazo
2019 Vuelta a Aragón,cycle sport,Rein Taaramäe,Julien Mortier,2019-05-17,Movistar 2019,Jhonatan Restrepo,Ángel Madrazo
2018 Vuelta a Aragón,road bicycle racing,Ángel Madrazo,Daniel Whitehouse,2018-05-11,Vital Concept 2018,Rein Taaramäe,Sylvain Chavanel
2019 Vuelta a Aragón,road bicycle racing,Pierre Rolland,Julien Mortier,2019-05-17,2019 Caja Rural-Seguros RGA,Jhonatan Restrepo,Ángel Madrazo
2018 Vuelta a Aragón,road bicycle racing,Rein Taaramäe,Daniel Whitehouse,2018-05-11,Israel Cycling Academy 2018,Jon Aberasturi,Ángel Madrazo
2019 Vuelta a Aragón,cycle sport,Rein Taaramäe,Unai Cuadrado,2019-05-17,Movistar 2019,Unai Cuadrado,Ángel Madrazo
2018 Vuelta a Aragón,road bicycle racing,Ángel Madrazo,Hernán Aguirre,2018-05-11,Israel Cycling Academy 2018,Hernán Aguirre,Ángel Madrazo
