col0,col1,col2,col3,col4,col5,col6
1987 Welsh International Badminton Championships,open championship,1987-01-01,1986 Welsh International Badminton Championships,United Kingdom,1987 Welsh International Badminton Championships – Men's singles,Welsh International Badminton Championships
1988 Welsh International Badminton Championships,open championship,1988-01-01,1987 Welsh International Badminton Championships,United Kingdom,1988 Welsh International Badminton Championships – Men's singles,Welsh International Badminton Championships
2007 Welsh International Badminton Championships,open championship,2007-01-01,2006 Welsh International Badminton Championships,United Kingdom,2007 Welsh International Badminton Championships – Men's singles,Welsh International Badminton Championships
2010 Welsh International Badminton Championships,open championship,2010-01-01,2009 Welsh International Badminton Championships,United Kingdom,2010 Welsh International Badminton Championships – Men's singles,Welsh International Badminton Championships
2029 Welsh International Badminton Championships,open championship,2029-01-01,2028 Welsh International Badminton Championships,United Kingdom,2029 Welsh International Badminton Championships – Men's doubles,Welsh International Badminton Championships
2028 Welsh International Badminton Championships,open championship,2028-01-01,2027 Welsh International Badminton Championships,United Kingdom,2028 Welsh International Badminton Championships – Men's doubles,Welsh International Badminton Championships
2027 Welsh International Badminton Championships,open championship,2027-01-01,2026 Welsh International Badminton Championships,United Kingdom,2027 Welsh International Badminton Championships – Men's doubles,Welsh International Badminton Championships
2026 Welsh International Badminton Championships,open championship,2026-01-01,2025 Welsh International Badminton Championships,United Kingdom,2026 Welsh International Badminton Championships – Men's doubles,Welsh International Badminton Championships
2025 Welsh International Badminton Championships,open championship,2025-01-01,2024 Welsh International Badminton Championships,United Kingdom,2025 Welsh International Badminton Championships – Men's doubles,Welsh International Badminton Championships
2024 Welsh International Badminton Championships,open championship,2024-01-01,2023 Welsh International Badminton Championships,United Kingdom,2024 Welsh International Badminton Championships – Men's doubles,Welsh International Badminton Championships
2023 Welsh International Badminton Championships,open championship,2023-01-01,2022 Welsh International Badminton Championships,United Kingdom,2023 Welsh International Badminton Championships – Men's doubles,Welsh International Badminton Championships
2022 Welsh International Badminton Championships,open championship,2022-01-01,2021 Welsh International Badminton Championships,United Kingdom,2022 Welsh International Badminton Championships – Men's doubles,Welsh International Badminton Championships
