col0,col1,col2,col3,col4,col5,col6
Bobbin lace corner inv. 3566,bobbin lace,floral pattern,Marià Castells i Simón,37,guipure,Arenys de Mar Museum
Bobbin lace corner,bobbin lace,floral pattern,Marià Castells i Simón,45,guipure,Arenys de Mar Museum
Bobbin lace corner inv. 1483,bobbin lace,floral pattern,Marià Castells i Simón,88,guipure,Arenys de Mar Museum
"Bobbin lace corner, inv. 856",bobbin lace,grapevine,Marià Castells i Simón,63,guipure,Arenys de Mar Museum
"Bobbin lace corner, inv. 117",bobbin lace,floral pattern,Marià Castells i Simón,25,bobbin lace making,Arenys de Mar Museum
Bobbin lace corner inv. 113,bobbin lace,floral pattern,Marià Castells i Simón,54,guipure,Arenys de Mar Museum
Lace sample inv. 851,appliqué,floral pattern,Marià Castells i Simón,10,guipure,Arenys de Mar Museum
Appliqué inv. 9619,appliqué,floral pattern,Marià Castells i Simón,235,guipure,Arenys de Mar Museum
Appliqué inv. 9472,appliqué,floral pattern,Marià Castells i Simón,14,guipure,Arenys de Mar Museum
Appliqué inv. 9471,appliqué,floral pattern,Marià Castells i Simón,19,guipure,Arenys de Mar Museum
Appliqué inv. 9470,appliqué,floral pattern,Marià Castells i Simón,10,guipure,Arenys de Mar Museum
Appliqué inv. 3656,appliqué,floral pattern,Marià Castells i Simón,17,guipure,Arenys de Mar Museum
Appliqué inv. 3638,appliqué,floral pattern,Marià Castells i Simón,20,guipure,Arenys de Mar Museum
Appliqué inv. 853,appliqué,floral pattern,Fábrica de blondas y encajes Castells,690,guipure,Arenys de Mar Museum
Appliqué inv. 850,appliqué,floral pattern,Fábrica de blondas y encajes Castells,135,guipure,Arenys de Mar Museum
