col0,col1,col2,col3
Zajača - RTB,underground mining (hard rock),1400,Rasina District
Trstenik,underground mining (hard rock),424,Kosovo
Rudnik Lece,underground mining (hard rock),525,Kosovo
Štavalj,underground mining (hard rock),1100,Zlatibor District
Vrška Čuka,underground mining (hard rock),347,Zaječar District
Veliki Majdan,underground mining (hard rock),526,Mačva District
Vrška Čuka,coal mine,347,Zaječar District
Karamanica,mine,1448,Pčinja District
Beocin,mine,87,South Bačka District
Brezovac,mine,660,Šumadija District
Blagodat,mine,2500,Pčinja District
