col0,col1,col2,col3,col4,col5,col6
cité Leclaire,France,90,5,cité,landlord,rue Riblette
cité Joly,France,135,12,cité,landlord,rue du Chemin-Vert
cité Jandelle,France,115,3.6,cité,landlord,rue Rébeval
cité Griset,France,120,7.5,cité,landlord,rue Oberkampf
cité Georges-Ambroise-Boisselat-et-Blanche,France,93,4.5,cité,landlord,rue d'Avron
cité Férembach,France,75,4.8,cité,landlord,rue Saint-Ferdinand
cité Fénelon,France,51,8.6,cité,François Fénelon,Rue Milton
cité Florentine-Estrade,France,28,5.5,cité,landlord,rue Verderet
cité Falaise,France,80,4,cité,landlord,rue Jean-Dollfus
cité Falguière,France,67,7,cité,Alexandre Falguière,rue Falguière
cité Durmar,France,120,3.7,cité,landlord,rue Oberkampf
