col0,col1,col2,col3,col4,col5,col6
Kansai Airport Line,airport rail link,1994-01-01,1994-01-01,Japan,Ōsaka Prefecture,Kansai International Airport
Capital Airport Express,airport rail link,2008-01-01,2008-07-19,People's Republic of China,Shunyi District,Line 2
Sendai Airport Line,airport rail link,2007-01-01,2007-01-01,Japan,Natori,Tōhoku Main Line
AirTrain JFK,airport rail link,2003-01-01,2003-12-17,United States of America,Queens,John F. Kennedy International Airport
Port Island Line,railway line,1981-01-01,1981-02-05,Japan,Kōbe,JR Kobe Line
Narita Line,railway line,1897-01-01,1897-01-01,Japan,Chiba Prefecture,Sotobō Line
Keisei Narita Airport Line,railway line,2010-01-01,2010-01-01,Japan,Tokyo,Tobu Urban Park Line
Kansai Airport Line,railway line,1994-01-01,1994-01-01,Japan,Ōsaka Prefecture,Kansai International Airport
Sendai Airport Line,railway line,2007-01-01,2007-01-01,Japan,Natori,Tōhoku Main Line
AirTrain JFK,People mover,2003-01-01,2003-12-17,United States of America,Queens,John F. Kennedy International Airport
