col0,col1,col2,col3,col4
WHO international non-proprietary names ID,distinct values constraint,Wikidata property to identify substances,vemurafenib,World Health Organisation International Nonproprietary Name
National Drug Code,format constraint,pharmaceutical code,vemurafenib,European Medicines Agency product number
MeSH term ID,single value constraint,Wikidata property to identify substances,acetaminophen,MeSH concept ID
MeSH concept ID,single value constraint,Wikidata property for authority control,acetaminophen,MeSH term ID
MeSH term ID,single value constraint,Wikidata property for authority control,acetaminophen,MeSH concept ID
National Drug Code,property scope constraint,Wikidata property related to medicine,vemurafenib,European Medicines Agency product number
IEDB Epitope ID,format constraint,Wikidata property for an identifier,phosphocholine,ChEBI ID
MeSH term ID,single value constraint,Wikidata property to identify substances,acetaminophen,MeSH descriptor ID
IEDB Epitope ID,format constraint,Wikidata property to identify substances,phosphocholine,ChEBI ID
National Drug Code,property scope constraint,Wikidata property to identify substances,vemurafenib,European Medicines Agency product number
