col0,col1,col2,col3
"Orle, Škofljica",UTC+01:00,1.78,registered immobile cultural heritage of Slovenia
Predgrad,UTC+01:00,5.15,registered immobile cultural heritage of Slovenia
"Krnica, Gorje",UTC+01:00,70.4,registered immobile cultural heritage of Slovenia
Lisjaki,UTC+01:00,0.49,registered immobile cultural heritage of Slovenia
Blečji Vrh,UTC+01:00,2.54,registered immobile cultural heritage of Slovenia
Zagrajec,UTC+01:00,1.71,registered immobile cultural heritage of Slovenia
Šentvid pri Planini,UTC+01:00,2.64,registered immobile cultural heritage of Slovenia
Mali Kum,UTC+01:00,0.86,registered immobile cultural heritage of Slovenia
"Lipica, Škofja Loka",UTC+01:00,0.77,registered immobile cultural heritage of Slovenia
Kal–Koritnica,UTC+01:00,7.87,registered immobile cultural heritage of Slovenia
"Zalog, Kranj",UTC+01:00,5.26,registered immobile cultural heritage of Slovenia
Podsmreka pri Velikih Laščah,UTC+01:00,0.37,registered immobile cultural heritage of Slovenia
