col0,col1,col2,col3,col4
Oberspechtrain,Germany,23,33,Loiching
Weigendorf,Germany,44,46,Loiching
Baumgarten,Germany,67,80,Dietersburg
Loitersdorf,Germany,12,13,Frontenhausen
Witzeldorf,Germany,19,20,Frontenhausen
Leitenhausen,Germany,47,53,Langquaid
Niederleierndorf,Germany,97,126,Langquaid
Oberleierndorf,Germany,20,21,Langquaid
Puchhausen,Germany,67,81,Mengkofen
Hüttenkofen,Germany,56,62,Mengkofen
Dengkofen,Germany,21,27,Mengkofen
Weichshofen,Germany,69,80,Mengkofen
Tunzenberg,Germany,41,55,Mengkofen
Schwarzach,Germany,178,234,Hengersberg
Lengthal,Germany,71,79,Moosthenning
