col0,col1,col2,col3
Atxuri Range,Arxuria Range,Navarre,mountain chain
Eguzkizko Muinoa Range,Bortziriak Massif,Navarre,mountain chain
Garralda Range,Ortzanzurieta Range,Navarre,mountain chain
Santiagomendi Range,Bortziriak Massif,Gipuzkoa,mountain chain
Gaztarrigaña Range,Otsogorrigaña Range,Navarre,mountain chain
Ibanteli Range,Bortziriak Massif,Navarre,mountain chain
Mendaur Range,Bortziriak Massif,Navarre,mountain chain
Zaraia Range,Aizkorri,Gipuzkoa,mountain chain
Urkulu Range,Ortzanzurieta Range,Navarre,mountain chain
Urkilla Range,Aizkorri,Araba / Álava,mountain chain
San Marko-Txoritokieta,Bortziriak Massif,Gipuzkoa,mountain chain
Lindus Range,Inner Nives Range,Navarre,mountain chain
Lauriñaga Range,Inner Nives Range,Navarre,mountain chain
Urdaburu-Aldura-Igorin Range,Bortziriak Massif,Navarre,mountain chain
Eskuagatx Range,Urkiola Natural Park,Biscay,mountain chain
