col0,col1,col2,col3,col4,col5
Alabama House of Representatives,Alabama,member of the Alabama House of Representatives,Alabama Legislature,lower house of U.S. state legislature,United States of America
Arkansas House of Representatives,Arkansas,Member of the Arkansas House of Representatives,Arkansas General Assembly,lower house of U.S. state legislature,United States of America
Maine House of Representatives,Maine,member of the Maine House of Representatives,Maine Legislature,lower house of U.S. state legislature,United States of America
Illinois House of Representatives,Illinois,member of the Illinois House of Representatives,Illinois General Assembly,lower house of U.S. state legislature,United States of America
Texas House of Representatives,Texas,member of the Texas House of Representatives,Texas Legislature,lower house of U.S. state legislature,United States of America
South Dakota House of Representatives,South Dakota,member of the South Dakota House of Representatives,South Dakota Legislature,lower house of U.S. state legislature,United States of America
Virginia House of Delegates,Virginia,member of the Virginia House of Delegates,Virginia General Assembly,lower house of U.S. state legislature,United States of America
Ohio House of Representatives,Ohio,member of the Ohio House of Representatives,Ohio General Assembly,lower house of U.S. state legislature,United States of America
Maryland House of Delegates,Maryland,member of the Maryland House of Delegates,Maryland General Assembly,lower house of U.S. state legislature,United States of America
Nebraska House of Representatives,Nebraska,member of the Nebraska House of Representatives,Nebraska Legislature,house of representatives,United States of America
