col0,col1,col2,col3,col4
Gliese 667,146.29,41000,Scorpius,2.7
Omicron Leonis,25.7594,760,Leo,26.18
Alpha Centauri,742,18000,Centaurus,-25.1
HD 126614,13.6519,16600,Virgo,-32.866
84 Ceti,44.27,21000,Cetus,3.9
HD 217107,49.817,23400,Pisces,-13.14
Phi Piscium,8.1541,355,Pisces,6.36
Chi Draconis,120.05,16000,Draco,32.02
HD 131473,20.99,13000,Boötes,17.6
Mu¹ Boötis,28.0796,8500,Boötes,-8.6
Epsilon Boötis,16.1,160,Boötes,-16.31
Gliese 752,169.159,72000,Aquila,35.55
30 Arietis B,22.3641,22000,Aries,12.89
31 Arietis,28.8632,15000,Aries,8.6
