col0,col1,col2,col3
passage Thiéré,landlord,240,walkway
passage Tenaille,landlord,100,walkway
passage Stinville,landlord,40,walkway
passage Stendhal,rue Stendhal,97,walkway
passage Singer,rue Singer,80,walkway
passage Savart,landlord,138,walkway
passage Salarnier,landlord,110,walkway
passage Sainte-Élisabeth,Église Sainte-Élisabeth-de-Hongrie (Paris),50,walkway
passage Sainte-Foy,rue Sainte-Foy,78,walkway
passage Saint-Émilion,Saint-Émilion AOC,78,walkway
passage Saint-Vivant,Armagnac,75,walkway
passage Saint-Sébastien,rue Saint-Sébastien,315,walkway
passage Saint-Sabin,rue Saint-Sabin,110,walkway
