col0,col1,col2,col3,col4,col5,col6
Komet III,St. John's,4169,111.1,4752,Komet III,6.56
Lantau Arrow,Majuro,14290,158.7,14901,Lantau Arrow,9.2
Norderoog,Gibraltar,15633,161.35,16921,Norderoog,9.9
Hanni,Hamburg,5056,118,6867,Hanni,7.09
Sven,Hamburg,6362,121,7223,Sven,6.69
Fenja,Heerenveen,7519,137,8658,Aura,7.47
Jork Ruler,Limassol,7852,140.64,9331,Eucon Leader,7.3
Reinbek,Limassol,16324,169,15952,Cast Prestige,9
Samskip Endurance,St. John's,6704,132.58,8015,Maas Trader,7
Sleipner,Madeira,7852,140.64,9322,Halland,7.34
Hanse Confidence,Madeira,9701,140.48,11050,Christine,8.68
X Press Monte Bianco,Valletta,6434,130,8496,Tetuan,7.35
