col0,col1,col2,col3
Altentreptow/Nord substation,electrical substation,Grapzow,Altentreptow
Abbenfleth substation,electrical substation,Stade,Abbenfleth
Trennfeld substation,electrical substation,Triefenstein,Trennfeld
Stalldorf substation,electrical substation,Riedenheim,Stalldorf
Rommerskirchen substation,electrical substation,Bergheim,Rommerskirchen
Röhrsdorf substation,electrical substation,Chemnitz,Röhrsdorf
Raitersaich substation,electrical substation,Roßtal,Raitersaich
Pleinting substation,electrical substation,Künzing,Pleinting
Opladen substation,electrical substation,Leverkusen,Opladen
Ohligs substation,electrical substation,Solingen,Ohligs
Niederaußem substation,electrical substation,Bergheim,Niederaußem
Neurott substation,electrical substation,Heidelberg,Neurott
Neufinsing substation,electrical substation,Finsing,Neufinsing
