col0,col1,col2,col3
NGC 4605,5.55,J2000.0,infrared source
Sculptor Dwarf Galaxy,0.09,J2000.0,infrared source
Holmberg IX,3.85,J2000.0,astrophysical X-ray source
NGC 4605,5.55,J2000.0,astronomical radio source
Holmberg II,3.27,J2000.0,interacting galaxy
NGC 4605,5.55,J2000.0,Field galaxy
Sextans Dwarf Spheroidal,0.09,J2000.0,lenticular galaxy
Antlia 2,132,J2000.0,dwarf galaxy
Pisces A,5.65,J2000.0,dwarf galaxy
Pisces B,8.91,J2000.0,dwarf galaxy
Laevens 1,0.17,J2000.0,dwarf galaxy
Reticulum II,0.03,J2000.0,dwarf galaxy
