col0,col1,col2,col3
Iwacewicze Ghetto,Ivacevičy,ghetto in Nazi-occupied Europe,Belarus
Borshchiv Ghetto,Borshchiv,ghetto in Nazi-occupied Europe,Ukraine
Tarnopol Ghetto,Ternopil,ghetto in Nazi-occupied Europe,Ukraine
Łuck Ghetto,Lutsk,ghetto in Nazi-occupied Europe,Ukraine
Czernowitz Ghetto,Chernivtsi,ghetto in Nazi-occupied Europe,Ukraine
Łuniniec Ghetto,Luniniec,ghetto in Nazi-occupied Europe,Belarus
Švenčionys Ghetto,Švenčionys,ghetto in Nazi-occupied Europe,Lithuania
Marosvásárhely Ghetto,Târgu Mureș,ghetto in Nazi-occupied Europe,Romania
Mikaszewicze Ghetto,Mikashevichy,ghetto in Nazi-occupied Europe,Belarus
Kożangródek Ghetto,Kažan-Haradok,ghetto in Nazi-occupied Europe,Belarus
Małoryta Ghetto,Malaryta,ghetto in Nazi-occupied Europe,Belarus
Dawidgródek Ghetto,Davyd-Haradok,ghetto in Nazi-occupied Europe,Belarus
Ushachi Ghetto,Ushachy,ghetto in Nazi-occupied Europe,Belarus
