col0,col1,col2,col3,col4,col5,col6
Hurricane Flossie,120,2007 Pacific hurricane season,2007-08-16,2007-08-08,North-East Pacific Ocean,Pacific hurricane
Hurricane Joan–Miriam,125,1988 Atlantic hurricane season,1988-11-02,1988-10-10,North-East Pacific Ocean,Pacific hurricane
Hurricane John,115,2006 Pacific hurricane season,2006-09-04,2006-08-28,North-East Pacific Ocean,Pacific hurricane
Hurricane Daniel,130,2006 Pacific hurricane season,2006-07-26,2006-07-16,North-East Pacific Ocean,Pacific hurricane
Hurricane Dora,120,1999 Pacific hurricane season,1999-08-23,1999-08-06,North-East Pacific Ocean,Pacific hurricane
Hurricane Kenneth,115,2005 Pacific hurricane season,2005-09-30,2005-09-14,North-East Pacific Ocean,Pacific hurricane
Hurricane Pauline,115,1997 Pacific hurricane season,1997-10-10,1997-10-05,North-East Pacific Ocean,Pacific hurricane
Hurricane Nora,115,1997 Pacific hurricane season,1997-09-26,1997-09-16,North-East Pacific Ocean,Pacific hurricane
Hurricane Jimena,135,2009 Pacific hurricane season,2009-03-02,2009-08-28,North-East Pacific Ocean,Pacific hurricane
Hurricane Felicia,125,2009 Pacific hurricane season,2009-08-11,2009-08-03,North-East Pacific Ocean,Pacific hurricane
Hurricane Hilary,125,2011 Pacific hurricane season,2011-10-03,2011-09-21,North-East Pacific Ocean,Pacific hurricane
Hurricane Cesar–Douglas,115,1996 Pacific hurricane season,1996-08-06,1996-07-24,Atlantic Ocean,Pacific hurricane
