col0,col1,col2,col3
2008 Skate America - ladies' singles,Comcast Arena,2008-10-01,2008 Skate America - ladies' singles short program
2009 Cup of China - ice dancing,Capital Indoor Stadium,2009-01-01,2009 Cup of China - ice dancing compulsory dance
2009 Cup of China - pair skating,Capital Indoor Stadium,2009-01-01,2009 Cup of China - pair skating short program
2009 Cup of China - ladies' singles,Capital Indoor Stadium,2009-01-01,2009 Cup of China - ladies' singles short program
2009 Rostelecom Cup - ice dancing,Megasport Arena,2009-10-01,2009 Rostelecom Cup - ice dancing free dance
2009 Rostelecom Cup - pair skating,Megasport Arena,2009-10-01,2009 Rostelecom Cup - pair skating short program
2009 Rostelecom Cup - ladies' singles,Megasport Arena,2009-10-01,2009 Rostelecom Cup - ladies' singles short program
2009 NHK Trophy - ice dancing,Big Hat,2009-11-01,2009 NHK Trophy - ice dancing compulsory dance
2009 NHK Trophy - pair skating,Big Hat,2009-11-01,2009 NHK Trophy - pair skating short program
2009 NHK Trophy - ladies' singles,Big Hat,2009-11-01,2009 NHK Trophy - ladies' singles free skating
