col0,col1,col2,col3
Fishlake National Forest,Utah,IUCN category VI: Protected Area with sustainable use of natural resources,Richfield
Beaverhead-Deerlodge National Forest,Montana,IUCN category VI: Protected Area with sustainable use of natural resources,Butte
Lewis and Clark National Forest,Glacier County,IUCN category VI: Protected Area with sustainable use of natural resources,Great Falls
Sierra National Forest,California,IUCN category VI: Protected Area with sustainable use of natural resources,Oakhurst
De Soto National Forest,Mississippi,IUCN category VI: Protected Area with sustainable use of natural resources,Hattiesburg
Caribou-Targhee National Forest,Idaho,IUCN category VI: Protected Area with sustainable use of natural resources,Pocatello
Gunnison National Forest,Colorado,IUCN category VI: Protected Area with sustainable use of natural resources,Gunnison
Black Hills National Forest,South Dakota,IUCN category VI: Protected Area with sustainable use of natural resources,Rapid City
Chattahoochee-Oconee National Forest,Georgia,IUCN category VI: Protected Area with sustainable use of natural resources,Athens
Bitterroot National Forest,Montana,IUCN category VI: Protected Area with sustainable use of natural resources,Missoula
Lolo National Forest,Montana,IUCN category VI: Protected Area with sustainable use of natural resources,Missoula
Custer National Forest,South Dakota,IUCN category VI: Protected Area with sustainable use of natural resources,Billings
Manti-La Sal National Forest,San Juan County,IUCN category V: Protected Landscape/Seascape,Moab
Ouachita National Forest,Arkansas,IUCN category VI: Protected Area with sustainable use of natural resources,Hot Springs
