col0,col1,col2,col3,col4
Holiday Wishes,Walter Afanasieff,United Kingdom,Christmas-themed album,English
The Dean Martin Christmas Album,Jimmy Bowen,United States of America,Christmas-themed album,English
Holiday Wishes,Walter Afanasieff,United States of America,Christmas-themed album,English
Wir warten auf's Christkind…,Jon Caffery,Germany,Christmas-themed album,German
David Gilmour,David Gilmour,United Kingdom,debut solo album,English
Sjung bort bekymren,Arve Sigvaldsen,Sweden,collaborative album,Swedish
Ella at Duke's Place,Norman Granz,United States of America,collaborative album,English
Take It Easy with The Walker Brothers,Nick Venet,United Kingdom,debut album,English
"Grandma, What Great Songs You Sang",Owen Bradley,United States of America,debut album,English
The Feel of Neil Diamond,Ellie Greenwich,United States of America,debut album,English
Presenting Dionne Warwick,Burt Bacharach,United States of America,debut album,English
Look at Us,Sonny Bono,United States of America,debut album,English
R U Still Down?,Quincy Jones III,United States of America,posthumous work,English
