col0,col1,col2,col3,col4,col5
Sycorax,Sycorax,0.5224,Joseph A. Burns,Uranus,1997-09-06
Caliban,Caliban,0.082347,Joseph A. Burns,Uranus,1997-09-06
Sycorax,Sycorax,0.5224,Phil Nicholson,Uranus,1997-09-06
Caliban,Caliban,0.082347,Phil Nicholson,Uranus,1997-09-06
Cupid,Cupid,0.0013,Jack J. Lissauer,Uranus,2003-08-25
Trinculo,Trinculo,0.22,Dan Milisavljevic,Uranus,2001-08-13
Francisco,Francisco,0.1459,Dan Milisavljevic,Uranus,2001-08-13
Trinculo,Trinculo,0.22,John J. Kavelaars,Uranus,2001-08-13
Francisco,Francisco,0.1459,John J. Kavelaars,Uranus,2001-08-13
Setebos,Setebos,0.5914,John J. Kavelaars,Uranus,1999-07-18
Stephano,Stephano,0.2292,John J. Kavelaars,Uranus,1999-07-18
Sycorax,Sycorax,0.5224,John J. Kavelaars,Uranus,1997-09-06
