col0,col1,col2,col3,col4,col5
1954 Spanish Grand Prix,Alberto Ascari,Spain,Alberto Ascari,Pedralbes Circuit,1954-10-24
1972 Spanish Grand Prix,Jacky Ickx,Spain,Jacky Ickx,Circuito del Jarama,1972-05-01
1978 Spanish Grand Prix,Mario Andretti,Spain,Mario Andretti,Circuito del Jarama,1978-06-04
1974 Spanish Grand Prix,Niki Lauda,Spain,Niki Lauda,Circuito del Jarama,1974-04-28
1970 Spanish Grand Prix,Jack Brabham,Spain,Jack Brabham,Circuito del Jarama,1970-04-19
1973 Spanish Grand Prix,Ronnie Peterson,Spain,Ronnie Peterson,Montjuïc circuit,1973-04-29
1971 Spanish Grand Prix,Jacky Ickx,Spain,Jacky Ickx,Montjuïc circuit,1971-04-18
1969 Spanish Grand Prix,Jochen Rindt,Spain,Jochen Rindt,Montjuïc circuit,1969-05-04
1988 Spanish Grand Prix,Ayrton Senna,Spain,Alain Prost,Circuito de Jerez,1988-10-02
1989 Spanish Grand Prix,Ayrton Senna,Spain,Ayrton Senna,Circuito de Jerez,1989-10-01
1998 Spanish Grand Prix,Mika Häkkinen,Spain,Mika Häkkinen,Circuit de Catalunya,1998-05-10
