col0,col1,col2,col3,col4,col5
1999 British Grand Prix,David Coulthard,1999-07-11,1999 Formula One season,LII RAC British Grand Prix,60
1998 British Grand Prix,Michael Schumacher,1998-07-12,1998 Formula One World Championship,LI RAC British Grand Prix,60
1997 British Grand Prix,Jacques Villeneuve,1997-07-13,1997 Formula One season,L RAC British Grand Prix,59
1996 British Grand Prix,Jacques Villeneuve,1996-07-14,1996 Formula One season,XLIX British Grand Prix,61
1995 British Grand Prix,Johnny Herbert,1995-07-16,1995 Formula One season,XLVIII British Grand Prix,61
1994 British Grand Prix,Damon Hill,1994-07-10,1994 Formula One season,XLVII British Grand Prix,60
1991 British Grand Prix,Nigel Mansell,1991-07-14,1991 Formula One season,XLIV Foster's British Grand Prix,59
1990 British Grand Prix,Alain Prost,1990-07-15,1990 Formula One season,XLIII Foster's British Grand Prix,64
1989 British Grand Prix,Alain Prost,1989-07-16,1989 Formula One season,XLII Shell British Grand Prix,64
1988 British Grand Prix,Ayrton Senna,1988-07-10,1988 Formula One season,XLI Shell Oils British Grand Prix,65
1987 British Grand Prix,Nigel Mansell,1987-07-12,1987 Formula One season,XL Shell Oils British Grand Prix,65
1986 British Grand Prix,Nigel Mansell,1986-07-13,1986 Formula One season,XXXIX Shell Oils British Grand Prix,75
