col0,col1,col2,col3,col4
Théâtre Graslin,Category:Interior of Théâtre Graslin,1788-01-01,1788-01-01,France
Teatro Nacional de São Carlos,Category:Interior of Teatro Nacional de São Carlos,1793-01-01,1793-01-01,Portugal
Teatro Petruzzelli,Category:Interior of Teatro Petruzzelli,1902-01-01,1903-01-01,Italy
Wrocław Opera,Category:Interior of Wrocław Opera,1841-01-01,1841-01-01,Poland
Copenhagen Opera House,Category:Interior of the Copenhagen Opera House,2005-01-15,2005-01-01,Denmark
Estates Theatre,Category:Interior of Stavovské divadlo,1783-04-21,1781-01-01,Czech Republic
Berlin State Opera,Category:Interior of the Staatsoper Unter den Linden,1742-01-01,1742-01-01,Germany
Semperoper,Category:Interior of the Semperoper,1841-01-01,1985-02-13,Germany
Bayreuth Festspielhaus,Category:Interior of the Festspielhaus Bayreuth,1876-01-01,1872-01-01,Germany
Leipzig Opera,Category:Interior of Opernhaus Leipzig,1868-01-01,1956-01-01,Germany
Margravial Opera House,Category:Interior of Markgräfliches Opernhaus,1748-01-01,1744-01-01,Germany
Mariinsky Theatre,Category:Interior of Mariinsky Theatre,1860-10-02,1783-01-01,Russia
Vienna State Opera,Category:Interior of the Vienna State Opera,1869-05-25,1869-05-25,Austria
Grand Théâtre de Genève,Category:Interior of the Grand Théâtre de Genève,1879-01-01,1879-10-02,Switzerland
